426|止まる| とまる| to stop (moving) - to come to a stop| jlpt-n2
427|正しい| ただしい| right - correct| jlpt-n4
428|正午| しょうご| noon - midday| jlpt-n3
429|歩行| ほこう| walking - walk| jlpt-n0
430|歩く| あるく| to walk| jlpt-n5
431|歩道| ほどう| footpath - walkway - sidewalk - pavement| jlpt-n3
432|死後| しご| after death| jlpt-n0
433|死力| しりょく| desperate effort| jlpt-n0
434|死産| しざん| stillbirth| jlpt-n0
435|死体| したい| dead body - corpse - cadaver - carcass| jlpt-n2
436|死ぬ| しぬ| to die - to pass away| jlpt-n5
437|民間| みんかん| private - non-governmental - non-official - civilian - civil| jlpt-n2
438|民族| みんぞく| people - race - nation - ethnic group - ethnos| jlpt-n1
439|池田銀行| いけだぎんこう| Ikeda Bank| jlpt-n0
440|注目| ちゅうもく| notice - attention - observation| jlpt-n3
441|注文| ちゅうもん| order (for an item)| jlpt-n3
442|注意| ちゅうい| attention - notice - heed| jlpt-n4
443|洋館| ようかん| Western-style house (esp. one built in the Meiji or Taisho periods)| jlpt-n0
444|洋行| ようこう| overseas travel (to Western countries) - going abroad (to study or travel)| jlpt-n0
445|洋書| ようしょ| Western book| jlpt-n0
446|洋食| ようしょく| Western food - Western dish - Western cooking| jlpt-n0
447|洋服| ようふく| Western-style clothes (cf. traditional Japanese clothes)| jlpt-n5
448|洗う| あらう| to wash - to cleanse - to rinse| jlpt-n5
449|海洋| かいよう| ocean - sea| jlpt-n2
450|海運| かいうん| maritime transport - shipping| jlpt-n1
451|海外| かいがい| foreign - abroad - overseas| jlpt-n3
452|漢方| かんぽう| traditional Chinese medicine| jlpt-n0
453|漢語| かんご| Japanese word of Chinese origin - Sino-Japanese word| jlpt-n1
454|漢文| かんぶん| Chinese classical writing - Chinese classics| jlpt-n0
455|漢方薬| かんぽうやく| Chinese herbal medicine| jlpt-n0
456|漢字| かんじ| kanji - Chinese character| jlpt-n5
457|牛後| ぎゅうご| rump of a cow| jlpt-n0
458|牛車| ぎゅうしゃ| ox carriage (for Heian-era nobles) - oxcart| jlpt-n0
459|牛肉| ぎゅうにく| beef| jlpt-n5
460|物語る| ものがたる| to tell (a story) - to give an account of (an event  experience  etc.) - to relate - to recount| jlpt-n2
461|物音| ものおと| noise - sound| jlpt-n3
462|物理| ぶつり| laws of nature - physical laws| jlpt-n3
463|物事| ものごと| things - everything| jlpt-n3
464|物体| ぶったい| object - body - solid| jlpt-n1
465|物質| ぶっしつ| material - substance| jlpt-n3
466|物語| ものがたり| story - tale - narrative - account - fable - legend| jlpt-n3
467|特大| とくだい| extra-large - king-size| jlpt-n0
468|特質| とくしつ| characteristic - feature - special quality| jlpt-n0
469|特長| とくちょう| strong point - forte - merit - strength| jlpt-n2
470|特集| とくしゅう| feature (e.g. newspaper) - special edition - report| jlpt-n1
471|特有| とくゆう| characteristic (of) - peculiar (to)| jlpt-n1
472|特売| とくばい| special sale - bargain sale| jlpt-n2
473|特色| とくしょく| characteristic - feature - idiosyncrasy - personal colour| jlpt-n2
474|特急| とっきゅう| limited express (train for which a limited-express ticket is required)| jlpt-n4
475|特に| とくに| particularly - especially - in particular - expressly| jlpt-n4
476|特別| とくべつ| special - particular - extraordinary - exceptional - especial| jlpt-n4
477|犬かき| いぬかき| dog paddle (swimming style) - doggy paddle| jlpt-n0
478|犬も食わない| いぬもくわない| avoided by everybody - disliked by everybody - not even a dog will eat (it)| jlpt-n0
479|犬小屋| いぬごや| kennel - doghouse| jlpt-n0
480|生み出す| うみだす| to create - to bring forth - to produce| jlpt-n0
481|産休| さんきゅう| maternity leave - paternity leave| jlpt-n1
482|産出| さんしゅつ| production - output - turning out| jlpt-n1
483|生む| うむ| to give birth - to bear (child) - to lay (eggs)| jlpt-n1
484|産物| さんぶつ| product - produce| jlpt-n1
485|生まれる| うまれる| to be born| jlpt-n5
486|産業| さんぎょう| industry| jlpt-n4
487|用品| ようひん| articles - supplies (e.g. office supplies) - things (for) - utensils - goods - equipment| jlpt-n1
488|用紙| ようし| blank form| jlpt-n1
489|用語| ようご| term - terminology| jlpt-n2
490|用心| ようじん| care - precaution - guarding - caution| jlpt-n3
491|用いる| もちいる| to use - to make use of - to utilize - to utilise| jlpt-n3
492|用事| ようじ| tasks - things to do - errand - business (to take care of) - affairs - engagement| jlpt-n4
493|用意| ようい| preparation - arrangements - provision - getting ready - laying out (e.g. a meal)| jlpt-n4
494|田んぼ| たんぼ| paddy field - farm| jlpt-n2
495|町村| ちょうそん| towns and villages| jlpt-n0
496|町人| ちょうにん| chōnin (Edo-period social class of town-dwelling commoners  esp. landowning merchants) - townspeople - townsfolk - tradespeople| jlpt-n0
497|町外れ| まちはずれ| outskirts (of a town) - edge (of a town) - just outside the city limits| jlpt-n0
498|町民| ちょうみん| townspeople| jlpt-n0
499|町中| まちなか| downtown| jlpt-n0
500|画風| がふう| style of painting| jlpt-n0
501|画する| かくする| to draw (a line)| jlpt-n0
502|画家| がか| painter - artist| jlpt-n3
503|病弱| びょうじゃく| weak (constitution) - sickly - feeble - in poor health| jlpt-n0
504|病人| びょうにん| sick person - patient - invalid| jlpt-n0
505|病む| やむ| to fall ill| jlpt-n1
506|病院| びょういん| hospital - clinic - doctor's office - doctor's surgery - infirmary| jlpt-n5
507|病気| びょうき| illness (usu. excluding minor ailments  e.g. common cold) - disease - sickness| jlpt-n5
508|発作| ほっさ| fit - spasm - attack - seizure| jlpt-n1
509|発電| はつでん| generation of electricity - power generation| jlpt-n2
510|立つ| たつ| to stand (up) - to rise - to get to one's feet - to stand on end (e.g. of hairs) - to stick up| jlpt-n2
511|発明| はつめい| invention| jlpt-n3
512|発見| はっけん| discovery - detection - finding| jlpt-n3
513|発音| はつおん| pronunciation| jlpt-n4
514|県外| けんがい| outside the prefecture| jlpt-n0
515|県民| けんみん| resident of a prefecture - citizen of a prefecture| jlpt-n0
516|県下| けんか| in the prefecture - prefectural| jlpt-n0
517|県花| けんか| prefectural flower - floral emblem for a prefecture| jlpt-n0
518|県道| けんどう| prefectural road| jlpt-n0
519|県知事| けんちじ| prefectural governor| jlpt-n0
520|真っ赤| まっか| bright red - deep red - flushed (of face)| jlpt-n3
521|真理| しんり| truth| jlpt-n1
522|真ん中| まんなか| middle - centre - center - midpoint - heart| jlpt-n4
523|真空| しんくう| vacuum - hollow - empty| jlpt-n2
524|着せる| きせる| to put clothes on (someone) - to dress - to clothe| jlpt-n2
525|着物| きもの| kimono - Japanese traditional clothing (esp. full-length)| jlpt-n4
526|着く| つく| to arrive at - to reach| jlpt-n5
527|着る| きる| to wear (from the shoulders down) - to put on| jlpt-n5
528|知人| ちじん| friend - acquaintance| jlpt-n2
529|知り合い| しりあい| acquaintance| jlpt-n2
530|知らせ| しらせ| news - word - tidings - notice - notification - information| jlpt-n3
531|知らせる| しらせる| to notify - to advise - to inform| jlpt-n4
532|知る| しる| to know - to be aware (of) - to be conscious (of) - to learn (of) - to find out - to discover| jlpt-n5
533|知事| ちじ| prefectural governor| jlpt-n3
534|短め| みじかめ| shortish - rather short - somewhat short| jlpt-n0
535|短時間| たんじかん| short time| jlpt-n0
536|短気| たんき| short temper - quick temper - hot temper - impatience - irritability| jlpt-n1
537|短所| たんしょ| defect - demerit - weak point - disadvantage| jlpt-n2
538|短い| みじかい| short| jlpt-n5
539|研究員| けんきゅういん| researcher - lab worker| jlpt-n0
540|研究生| けんきゅうせい| research student| jlpt-n0
541|研究分野| けんきゅうぶんや| research area - field of research| jlpt-n0
542|研究開発| けんきゅうかいはつ| research and development - R&D| jlpt-n0
543|研究所| けんきゅうじょ| research establishment - research institute - laboratory| jlpt-n0
544|研究者| けんきゅうしゃ| researcher| jlpt-n0
545|研ぐ| とぐ| to sharpen - to hone - to whet - to grind| jlpt-n1
546|研究室| けんきゅうしつ| laboratory| jlpt-n4
547|研究| けんきゅう| study - research - investigation| jlpt-n4
548|秋口| あきぐち| beginning of autumn - beginning of fall| jlpt-n0
549|秋分の日| しゅうぶんのひ| Autumnal Equinox Day (national holiday; September 22  23 or 24)| jlpt-n0
550|秋水| しゅうすい| clear autumn water - clear fall water| jlpt-n0
551|秋分| しゅうぶん| autumnal equinox - autumn equinox - fall equinox| jlpt-n0
552|秋めく| あきめく| to become autumnal| jlpt-n0
553|秋風| あきかぜ| autumn breeze - fall breeze| jlpt-n0
554|究める| きわめる| to investigate thoroughly - to research thoroughly - to master - to understand completely| jlpt-n0
555|究明| きゅうめい| investigation (esp. in academic and scientific contexts)| jlpt-n0
556|答える| こたえる| to answer - to reply| jlpt-n5
557|答え| こたえ| answer - reply - response| jlpt-n4
558|紙一重| かみひとえ| paper-thin (difference)| jlpt-n0
559|紙切れ| かみきれ| piece of paper - slip of paper - strip of paper - scrap of paper| jlpt-n0
560|紙くず| かみくず| wastepaper - scrap of paper - paper scraps| jlpt-n2
561|終日| しゅうじつ| all day - for a whole day| jlpt-n1
562|終始| しゅうし| beginning and end| jlpt-n1
563|終える| おえる| to finish| jlpt-n3
564|終わる| おわる| to end - to come to an end - to finish - to close - to be over| jlpt-n1
565|終わり| おわり| end - ending - close - conclusion| jlpt-n4
566|習合| しゅうごう| syncretism| jlpt-n0
567|習作| しゅうさく| (a) study (e.g. in music  art  sculpture  etc.) - etude - practice piece| jlpt-n0
568|習習| しゅうしゅう| gentle breeze| jlpt-n0
569|習い事| ならいごと| accomplishment - lessons (in an art  skill  etc.) - practice| jlpt-n0
570|習わし| ならわし| custom - habit - customary practice| jlpt-n0
571|習わす| ならわす| to make (someone) learn| jlpt-n0
572|習字| しゅうじ| penmanship - calligraphy| jlpt-n2
573|習い| ならい| as is habit - the way life normally is| jlpt-n0
574|習う| ならう| to take lessons in - to be taught - to learn (from a teacher) - to study (under a teacher) - to get training in| jlpt-n5
575|考え出す| かんがえだす| to think out - to devise - to invent - to begin to think - to come up with a plan| jlpt-n0
576|考えてみれば| かんがえてみれば| if you think about it - come to think of it| jlpt-n0
577|考古学| こうこがく| archaeology - archeology| jlpt-n1
578|考え方| かんがえかた| way of thinking| jlpt-n0
579|考え| かんがえ| thinking - thought - view - opinion - concept| jlpt-n3
580|考える| かんがえる| to think (about  of) - to think over - to ponder - to contemplate - to reflect (on) - to meditate (on)| jlpt-n4
581|者ども| ものども| you| jlpt-n0
582|肉屋| にくや| butcher's shop - butcher - meat shop| jlpt-n0
583|肉食| にくしょく| meat eating - eating of meat - meat diet| jlpt-n0
584|肉親| にくしん| blood relationship - blood relative| jlpt-n1
585|肉体| にくたい| the body - the flesh - the outer man - one's physique| jlpt-n1
586|自分| じぶん| myself - yourself - oneself - himself - herself| jlpt-n5
587|自動車| じどうしゃ| car - automobile - motorcar - motor vehicle - auto| jlpt-n5
588|自転車| じてんしゃ| bicycle - bike| jlpt-n5
589|色っぽい| いろっぽい| amorous - sexy - voluptuous - erotic| jlpt-n0
590|色んな| いろんな| various - a variety of - all sorts of - many (different)| jlpt-n0
591|色合い| いろあい| colouring - coloring - shade (of colour) - hue - tone - tinge - tint| jlpt-n0
592|色気| いろけ| colouring - coloring - shade of colour (color)| jlpt-n0
593|英知| えいち| wisdom - intelligence - sagacity| jlpt-n0
594|英国| えいこく| United Kingdom - Britain - Great Britain| jlpt-n0
595|英文学| えいぶんがく| English(-language) literature| jlpt-n0
596|英文| えいぶん| English writing - English sentence - English text| jlpt-n2
597|英語| えいご| English (language)| jlpt-n5
598|茶の間| ちゃのま| (Japanese-style) living room| jlpt-n1
599|茶色い| ちゃいろい| light brown - tawny| jlpt-n2
600|茶道| さどう| tea ceremony - Way of Tea - sadō| jlpt-n0
601|茶色| ちゃいろ| brown - light brown - tawny| jlpt-n5
602|菜食| さいしょく| vegetable diet| jlpt-n0
603|菜の花| なのはな| rape blossoms - rapeseed flowers| jlpt-n0
604|薬屋| くすりや| pharmacy - drugstore - chemist's (shop) - apothecary| jlpt-n0
605|薬学| やくがく| (study of) pharmacy - pharmaceutics| jlpt-n0
606|薬物| やくぶつ| medicines - drugs| jlpt-n0
607|薬品| やくひん| medicine - chemicals| jlpt-n2
608|親族| しんぞく| relative - relation - kin| jlpt-n0
609|親しむ| したしむ| to be intimate with - to befriend| jlpt-n1
610|親友| しんゆう| close friend - bosom friend - buddy - crony - chum| jlpt-n3
611|親しい| したしい| close (e.g. friend) - familiar - friendly - intimate| jlpt-n3
612|親切| しんせつ| kind - gentle - considerate - generous - friendly - nice| jlpt-n4
613|計り知れない| はかりしれない| unfathomable - inestimable - immeasurable| jlpt-n0
614|計上| けいじょう| including (a cost) in a total calculation - appropriating (a sum of money)| jlpt-n0
615|計る| はかる| to measure - to weigh - to survey - to time (sound  gauge  estimate)| jlpt-n3
616|計画| けいかく| plan - project - schedule - scheme - program - programme| jlpt-n3
617|試みる| こころみる| to try - to attempt - to have a go (at)| jlpt-n1
618|試み| こころみ| attempt - trial - experiment| jlpt-n1
619|試し| ためし| trial - test| jlpt-n3
620|試す| ためす| to try (out) - to have a try (at) - to test - to put to the test| jlpt-n3
621|試合| しあい| match - game - bout - contest| jlpt-n4
622|試験| しけん| examination - exam - test| jlpt-n4
623|説きつける| ときつける| to persuade| jlpt-n0
624|説明書| せつめいしょ| (printed) instructions - manual - explanatory leaflet (pamphlet  note) - description| jlpt-n0
625|説教| せっきょう| sermon - preaching - homily| jlpt-n0
626|説く| とく| to explain - to advocate - to preach - to persuade| jlpt-n1
627|説明| せつめい| explanation - exposition - description - account - caption - legend| jlpt-n4
628|貸し切り| かしきり| reserving (for exclusive use) - (full) booking - chartering - block reservation| jlpt-n0
629|貸し出す| かしだす| to lend - to loan - to let out on hire| jlpt-n0
630|貸借| たいしゃく| loan - debit and credit - lending and borrowing| jlpt-n0
631|貸間| かしま| room to let - room for rent| jlpt-n2
632|貸出| かしだし| lending - loaning| jlpt-n2
633|貸家| かしや| house for rent| jlpt-n2
634|貸す| かす| to lend - to loan| jlpt-n5
635|貸し| かし| loan - lending - hire - rental - lease| jlpt-n0
636|タチ悪い| たちわるい| in bad taste - problematic - of poor character| jlpt-n0
637|たちの悪い| たちのわるい| of bad character - ill-natured - nasty - vicious - wicked - malignant| jlpt-n0
638|質屋| しちや| pawnshop| jlpt-n0
639|質問| しつもん| question - inquiry - enquiry| jlpt-n5
640|赤道| せきどう| equator| jlpt-n2
641|赤字| あかじ| (being in) the red - deficit| jlpt-n1
642|赤い| あかい| red - crimson - scarlet - vermilion| jlpt-n5
643|赤ちゃん| あかちゃん| baby - infant| jlpt-n4
644|走り去る| はしりさる| to run away - to run off| jlpt-n0
645|走り| はしり| running| jlpt-n0
646|走り出す| はしりだす| to begin to run - to start running - to break into a run| jlpt-n0
647|走者| そうしゃ| runner| jlpt-n0
648|走行| そうこう| running (of a car  bus  etc.) - traveling - travelling| jlpt-n1
649|走る| はしる| to run| jlpt-n5
650|起用| きよう| appointment (to a position  job  etc.) - being used for a role - promotion| jlpt-n0
651|立ち上がる| たちあがる| to stand up - to get up| jlpt-n3
652|起こる| おこる| to occur - to happen| jlpt-n3
653|起こす| おこす| to raise - to raise up - to set up - to pick up| jlpt-n4
654|起きる| おきる| to get up - to rise - to blaze up (fire)| jlpt-n5
655|起こり| おこり| source - origin - cause - beginning - genesis| jlpt-n0
656|転じる| てんじる| to turn - to shift - to alter - to distract| jlpt-n1
657|転がす| ころがす| to roll - to wheel - to trundle - to drive (a car)| jlpt-n2
658|転がる| ころがる| to roll - to tumble| jlpt-n2
659|転ぶ| ころぶ| to fall down - to fall over| jlpt-n3
660|軽食| けいしょく| light meal - snack - refreshments| jlpt-n0
661|軽い| かるい| light (i.e. not heavy) - feeling light (i.e. offering little resistance  moving easily)| jlpt-n5
662|近づき| ちかづき| acquaintance - making someone's acquaintance| jlpt-n0
663|近道| ちかみち| shorter way - shortcut| jlpt-n0
664|近年| きんねん| recent years| jlpt-n0
665|近東| きんとう| Near East| jlpt-n0
666|近づく| ちかづく| to approach - to draw near - to get close| jlpt-n1
667|近づける| ちかづける| to bring near - to bring close - to let go near| jlpt-n2
668|近代| きんだい| present day - modern times - recent times| jlpt-n3
669|近所| きんじょ| neighbourhood - neighborhood| jlpt-n4
670|近く| ちかく| near - neighbourhood - neighborhood - vicinity| jlpt-n5
671|近い| ちかい| near - close - short (distance)| jlpt-n5
672|送り出し| おくりだし| pushing (propelling) (one's opponent) out of the ring from behind| jlpt-n0
673|送り先| おくりさき| recipient - addressee| jlpt-n0
674|送電| そうでん| transmission of electricity - electricity supply - power supply| jlpt-n0
675|送り合う| おくりあう| to send each other| jlpt-n0
676|送話| そうわ| (telephonic) transmission| jlpt-n0
677|送り出す| おくりだす| to send out - to forward - to show (a person) out| jlpt-n0
678|送別会| そうべつかい| farewell party| jlpt-n0
679|送別| そうべつ| farewell - send-off| jlpt-n2
680|送料| そうりょう| postage - carriage - shipping charge| jlpt-n2
681|送金| そうきん| remittance - sending money| jlpt-n1
682|送る| おくる| to send (a thing) - to dispatch - to despatch - to transmit| jlpt-n4
683|通す| とおす| to stick through - to force through| jlpt-n3
684|通り| とおり| street - road - avenue - thoroughfare| jlpt-n3
685|通う| かよう| to go to and from (a place) - to go back and forth between - to run between (e.g. bus  train  etc.) - to ply between| jlpt-n4
686|通る| とおる| to go by - to go past - to go along - to travel along - to pass through - to use (a road) - to take (a route) - to go via - to go by way of| jlpt-n4
687|通学| つうがく| commuting to school - school commute| jlpt-n3
688|進み出る| すすみでる| to step forward - to volunteer| jlpt-n0
689|進水| しんすい| (ship's) launching| jlpt-n0
690|進入| しんにゅう| entry - approach - penetration| jlpt-n0
691|進み| すすみ| progress| jlpt-n1
692|進出| しんしゅつ| advance (into a new market  industry  etc.) - expansion (into) - launch (into) - entering - making inroads (into)| jlpt-n1
693|進行| しんこう| moving forward (e.g. of a vehicle) - onward movement| jlpt-n1
694|進める| すすめる| to advance - to move forward - to put (a clock  watch) forward| jlpt-n3
695|進学| しんがく| advancing to the next stage of education - going on to (high school  college  etc.)| jlpt-n3
696|進む| すすむ| to advance - to go forward| jlpt-n4
697|進歩| しんぽ| progress - advance - improvement - development| jlpt-n3
698|運転手| うんてんしゅ| driver - chauffeur| jlpt-n4
699|運転| うんてん| operation (of a machine) - running - working| jlpt-n3
700|運ぶ| はこぶ| to carry - to transport - to move - to convey| jlpt-n4
701|運動| うんどう| exercise - physical training - workout - sports - athletics| jlpt-n3
702|遠心力| えんしんりょく| centrifugal force| jlpt-n0
703|遠回り| とおまわり| detour - roundabout way| jlpt-n1
704|遠ざかる| とおざかる| to go away - to become more distant - to fade away - to die away| jlpt-n1
705|遠方| えんぽう| long way - distant place| jlpt-n1
706|遠足| えんそく| school trip - field trip - excursion - outing| jlpt-n2
707|遠く| とおく| far away - distant place - a (great) distance - a long way off - afar| jlpt-n4
708|遠い| とおい| far - distant - far away - a long way off - in the distance| jlpt-n5
709|都民| とみん| resident of Tokyo - citizen of Tokyo - Tokyoite| jlpt-n0
710|都市計画| としけいかく| city planning - urban planning - town planning| jlpt-n0
711|都心| としん| city centre (center) (esp. capital city) - urban centre - heart of city a metropolis| jlpt-n2
712|都会| とかい| city| jlpt-n3
713|都合| つごう| circumstances - condition - convenience| jlpt-n4
714|都市| とし| town - city - municipal - urban| jlpt-n3
715|重ねる| かさねる| to pile up - to heap up - to stack up - to put on top of another| jlpt-n2
716|重大| じゅうだい| serious - important - significant - grave - weighty| jlpt-n3
717|重力| じゅうりょく| gravity - gravitation - gravitational pull| jlpt-n2
718|重い| おもい| heavy - weighty| jlpt-n5
719|野外| やがい| outdoors - outside - open air| jlpt-n1
720|野生| やせい| wild - growing wild - living in the wild| jlpt-n1
721|野心| やしん| ambition - aspiration| jlpt-n1
722|野菜| やさい| vegetable| jlpt-n5
723|銀世界| ぎんせかい| snowscape| jlpt-n0
724|金持ち| かねもち| rich person| jlpt-n0
725|銀色| ぎんいろ| silver (color  colour)| jlpt-n0
726|銀行| ぎんこう| bank - banking institution| jlpt-n5
727|門前| もんぜん| before the gate - in front of the gate| jlpt-n0
728|開校| かいこう| opening a school| jlpt-n0
729|開館| かいかん| opening (for that day's business; of a library  museum  cinema  etc.)| jlpt-n0
730|開業| かいぎょう| opening a business - opening a practice| jlpt-n0
731|開店| かいてん| opening a new shop| jlpt-n0
732|開業医| かいぎょうい| private clinician - physician in private practice| jlpt-n0
733|開花| かいか| flowering - blooming - blossoming - coming into bloom| jlpt-n0
734|開く| あく| to open (e.g. doors)| jlpt-n4
735|開発| かいはつ| development - exploitation (of resources)| jlpt-n1
736|開通| かいつう| opening (of a new road  railway  etc.) - going into operation (e.g. telephone communication) - beginning services| jlpt-n2
737|開会| かいかい| opening of a meeting| jlpt-n2
738|開始| かいし| start - commencement - beginning - initiation| jlpt-n3
739|開く| ひらく| to open - to undo - to unseal - to unpack| jlpt-n4
740|開ける| あける| to open (a door  etc.) - to unwrap (e.g. parcel  package) - to unlock| jlpt-n3
741|院主| いんじゅ| head of a temple| jlpt-n0
742|院長| いんちょう| director (of a hospital  institution  academy  etc.) - superintendent - rector| jlpt-n0
743|院生| いんせい| graduate student| jlpt-n0
744|集中力| しゅうちゅうりょく| (powers of) concentration - ability to concentrate| jlpt-n0
745|集計| しゅうけい| totalization - totalisation - aggregation - tally (e.g. of votes) - adding up - summing up| jlpt-n1
746|集会| しゅうかい| meeting - assembly - gathering - congregation - convention - rally| jlpt-n2
747|集まり| あつまり| gathering - meeting - assembly - collection - attendance| jlpt-n3
748|集中| しゅうちゅう| concentration (on a task) - focusing one's attention| jlpt-n3
749|集まる| あつまる| to gather - to collect - to assemble| jlpt-n4
750|集める| あつめる| to collect - to assemble - to gather| jlpt-n4
751|集合| しゅうごう| meeting up - gathering - assembly| jlpt-n2
752|青空| あおぞら| blue sky| jlpt-n0
753|青写真| あおじゃしん| blueprint - cyanotype| jlpt-n0
754|青春| せいしゅん| youth - springtime of life - adolescent| jlpt-n1
755|青白い| あおじろい| pale - pallid| jlpt-n2
756|青少年| せいしょうねん| youth - young person| jlpt-n2
757|青い| あおい| blue - azure| jlpt-n5
758|青年| せいねん| youth - young man| jlpt-n3
759|音楽家| おんがくか| musician| jlpt-n0
760|音声| おんせい| voice - speech - sound of a voice| jlpt-n0
761|音質| おんしつ| tone quality - sound quality| jlpt-n0
762|音色| ねいろ| tone color - tone colour - tone quality - timbre| jlpt-n1
763|音楽| おんがく| music| jlpt-n5
764|ド頭| どたま| head - dome - bean - nob - noggin| jlpt-n0
765|題意| だいい| meaning of a title (of a book  poem  etc.)| jlpt-n0
766|題画| だいが| poem or writings added to a picture or painting| jlpt-n0
767|題字| だいじ| title lettering| jlpt-n0
768|題する| だいする| to be titled (e.g. a book) - to be named| jlpt-n0
769|題目| だいもく| title - heading| jlpt-n0
770|題名| だいめい| title - caption - heading| jlpt-n2
771|顔文字| かおもじ| emoticon - smiley - kaomoji| jlpt-n0
772|顔立ち| かおだち| looks - features| jlpt-n0
773|顔合わせ| かおあわせ| meeting together - introduction| jlpt-n0
774|顔見知り| かおみしり| acquaintance| jlpt-n0
775|顔色| かおいろ| complexion - one's colour - one's color| jlpt-n0
776|顔つき| かおつき| (outward) looks - features - face - countenance - expression| jlpt-n1
777|風車| ふうしゃ| windmill - wind turbine| jlpt-n1
778|飯事をする| ままごとをする| to play house| jlpt-n0
779|飯店| はんてん| Chinese restaurant| jlpt-n0
780|館外| かんがい| outside a library  museum  etc. - off the premises| jlpt-n0
781|館主| かんしゅ| manager| jlpt-n0
782|館員| かんいん| personnel (of public building)| jlpt-n0
783|館長| かんちょう| superintendent - director - curator - chief librarian| jlpt-n0
784|験する| けんする| to try (out) - to test - to put to the test - to put to a trial| jlpt-n0
785|試す| ためす| to try (out) - to have a try (at) - to test - to put to the test| jlpt-n3
786|試し| ためし| trial - test| jlpt-n3
787|鳥人| ちょうじん| aviator - flying ace - birdman| jlpt-n0
788|鳥かご| とりかご| birdcage| jlpt-n0
789|黒色| くろいろ| black (colour  color)| jlpt-n0
790|黒っぽい| くろっぽい| dark - blackish| jlpt-n0
791|黒人| こくじん| black person| jlpt-n0
792|黒字| くろじ| (being in) the black - surplus| jlpt-n1
793|黒い| くろい| black| jlpt-n5
